番剧名称,评分,播放量,追番人数,弹幕总数,评分人数,类型,是否为大会员
河童之夏,9.6,619172,90874,30962,604,治愈,0
王牌投手 振臂高挥,9.7,1462568,97476,24810,1140,运动|治愈|热血|声控,0
海月姬,9.5,241051,90275,2716,743,搞笑|日常|治愈,1
精灵守护者,9.8,1242619,89982,41377,1183,奇幻|治愈|热血,0
此花亭奇谭（中配）,9.2,2416929,2138392,23139,608,萌系|日常|治愈|漫画改,0
向阳素描,9.7,378807,109424,5815,508,萌系|日常|治愈,0
女仆咖啡厅,9.6,1219278,86222,15932,845,搞笑|少女|治愈|美食,0
少女与战车 OVA 这次是真正的安齐奥战,9.4,1531574,685596,22737,1199,校园|少女|战斗|治愈,1
琴之森 第二季,9.1,1786501,312705,13045,744,音乐|治愈|励志|漫画改,0
鸭子的生活,9.7,2746426,79222,21804,636,萌系|搞笑|日常|泡面,0
香蕉喵 不可思议的伙伴们,9.6,953532,131394,2642,608,原创|少儿|治愈|萌系,1
AURA ～魔龙院光牙最后的战斗～,9.6,455756,74328,3815,959,小说改|治愈|校园|恋爱,1
前进吧！登山少女 第二季,9.8,1148458,363518,32278,1529,治愈|萌系|日常,0
星之卡比,9.7,1824836,73088,43403,432,萌系|奇幻|搞笑|治愈,0
仰望半月的夜空,9.4,497735,72295,8291,494,奇幻|治愈|小说改|催泪,0
灰羽联盟,9.5,426800,72212,10879,391,治愈|奇幻|日常|架空,0
One Off,9.6,300956,71665,4111,319,少女|日常|治愈,0
备长炭,9.8,533109,70591,15494,1473,萌系|搞笑|日常|治愈,0
依巴拉度~时间篇,9.5,340631,68128,2964,214,治愈,0
AIR 剧场版,8,594605,898511,13806,514,奇幻|日常|治愈,0
宇宙兄弟,9.8,1315198,67278,64450,832,科幻|日常|治愈|热血,0
波子汽水,9.3,491745,63525,2309,255,日常|治愈|游戏改,0
白兔糖 特典,9.8,538521,483155,4426,876,日常|治愈,0
我的女神 缤纷之翼,9.8,651545,253070,11965,720,时泪|治愈|奇幻,1
CANVAS2 七彩的素描,9,323414,62069,6192,265,少女|治愈,0
棒球伙伴,8.8,1012391,59842,27561,271,运动|治愈,0
青之花,9.3,417824,59808,2247,332,日常|少女|治愈,0
失忆症 SP,9.3,724538,586911,21613,212,乙女|治愈,0
天体的秩序SP,9.6,372996,567570,8040,480,原创|奇幻|日常|治愈,0
东京糖衣巧克力,9.4,265911,57838,3876,297,少女|日常|治愈,0
花田少年史,9.8,677818,56790,12845,1007,日常|治愈|时泪,0
打工小哥！之2！,9.5,1157567,131652,3554,456,萌系|治愈,0
西洋古董洋果子店,9.4,401553,56032,14270,161,日常|治愈|美食,0
英国恋物语艾玛,9.4,799485,60292,31864,187,恋爱|治愈,0
TARI TARI OVA,9.6,381517,526104,3783,584,少女|治愈,0
昭和元祿落語心中（僅限港澳台地區）,9.8,49207,60194,2502,313,治愈|励志|漫画改,0
GO!GO!575,9.4,681241,51308,8994,222,日常|治愈,0
宫河家的空腹,9.1,926727,49550,11854,375,萌系|日常|泡面|治愈,0
乌瑟的穷困生活,9,920280,65114,10293,123,萌系|搞笑|日常|泡面,0
特例措置团体斯特拉女子学院高等科C3部,8.4,229752,48936,3510,204,日常|治愈|社团,0
魔法使的注意事项,8.9,306399,62174,5775,116,奇幻|治愈|魔法,0
旅街LateShow,9,453475,48750,6618,103,日常|治愈|美食,0
黄金拼图 Pretty Days,9.6,339697,396008,5662,879,萌系|日常|治愈,0
当女孩遇到熊 SP,8.8,365936,170036,2802,233,日常|治愈,0
仰望天空的少女瞳中的世界,8.8,255877,45578,5452,222,奇幻|科幻|治愈|架空,0
蛋黄酱萝莉,9.7,400008,45331,15553,234,萌系|日常|治愈,0
文学少女 剧场版,9.3,290428,166085,4219,441,少女|治愈,0
悲惨世界 少女珂赛特,9.7,633277,44251,29258,603,少女|治愈,0
ONE～辉之季节～,8.6,232609,43993,6140,202,治愈,0
素描簿,9.5,232513,43194,6438,252,萌系|日常|治愈,0
心动的日子,9.3,157383,42357,1856,190,日常|治愈,0
超能力少女兰,8.7,405386,41948,1150,118,治愈,0
玉响～毕业写真～,9.7,620568,154519,9229,282,校园|日常|治愈,0
瓶诘妖精,9.4,115611,40113,1394,188,萌系|奇幻|治愈,0
玉响～more aggressive～,9.5,525157,154519,23981,320,日常|治愈|社团,0
怪医黑杰克21,9.7,619198,206681,11685,495,治愈,0
昭和物语,9.1,291797,38188,4833,123,历史|日常|治愈,0
库拉乌幻之记忆,9.2,271026,37270,7922,219,科幻|治愈,0
佛兰德斯的狗,9.6,132577,36153,0,219,日常|治愈,0
王牌投手 振臂高挥～夏日大会篇～,9.7,553050,97476,8863,686,运动|治愈|热血|声控,0
我的女神 战斗之翼,9.7,421581,253070,902,175,奇幻|治愈,0
甜甜私房猫 第四季,9.4,1859160,185143,5449,159,治愈|少儿,0
兽之奏者艾琳,9.7,285483,34810,6463,326,奇幻|治愈,0
物怪,9.5,242387,33676,5845,146,奇幻|日常|治愈,0
乔瓦尼之岛,8.9,180898,33531,4183,148,治愈,0
爱你宝贝,9.6,598663,32726,14485,276,日常|治愈,0
你好七叶 第一季,9.3,191178,39947,4425,136,日常|治愈,0
竖笛与双肩书包 2♪,9.5,1847787,105534,9221,314,萌系|日常|治愈,0
迷你偶像,9.5,3574774,35280,15689,227,萌系|日常|泡面|治愈,0
风人物语,9.2,122103,29206,4133,124,奇幻|日常|治愈,0
A频道+smile,9.7,312663,158230,5673,392,萌系|日常|校园|治愈,0
青出于蓝～缘～,9.2,449973,109127,1088,219,日常|少女|治愈|恋爱,0
莎拉公主,9.6,486313,27292,20758,200,少女|日常|治愈,0
魔法使的注意事项 夏季的天空,8.9,169536,62174,2455,101,奇幻|治愈|魔法,0
竖笛与双肩书包 3☆,9,1616528,105534,7741,302,萌系|日常|治愈,0
向阳素描×蜂窝,9.7,134706,109424,3720,313,萌系|日常|治愈,0
东之伊甸I -The King of Eden,9,336943,174544,4432,161,奇幻|治愈|智斗,0
向阳素描×365,9.7,165542,109424,4563,318,萌系|日常|治愈,0
后天的方向,9.6,87443,22525,2161,216,萌系|日常|治愈,0
向阳素描×☆☆☆,9.7,125841,109424,3886,254,萌系|日常|治愈,0
迷你偶像 2期,9.6,3332447,35280,17632,180,萌系|日常|泡面|治愈,0
偶像大师 XENOGLOSSIA,8.2,226134,19375,7573,125,音乐|治愈|偶像,0
你好七叶 第二季,9.5,515591,39947,3370,146,日常|治愈,0
玉响～more aggressive～ OVA,9.3,69538,154519,1262,122,社团|日常|治愈,0
MINUSCULE ～小昆虫的故事～,9.4,334016,18806,27031,121,日常|泡面|少儿|治愈,0
年老的鳄鱼,8.8,87731,18766,1026,101,治愈,0
竖笛与双肩书包 OAD,9.6,225918,105534,1258,203,萌系|日常|治愈,0
Blossom,9.4,99404,18630,514,126,治愈,0
